Name:				65_Manual_n100_m400_bt10_5_264
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		15.48
Calculation_Time:		0.63
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			18
Customer_Sequence:		56 49 24 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
24	93	5	0	0	0	0	120	60	60	2.75	0		0.001900
24	94	7	0	0	60	0	99	60	60	3.13	0		0.002600
24	95	7	0	0	0	60	99	60	60	3.13	0		0.002600
24	96	8	0	0	60	60	78	60	60	17.19	0		0.018400
24	98	10	0	0	0	120	73	60	60	7.35	0		0.008400
24	97	9	0	0	120	0	22	45	28	1.08	0		0.005500
49	192	7	0	0	60	120	99	60	60	3.13	0		0.002600
49	193	8	0	99	60	0	78	60	60	17.19	0		0.018400
49	189	2	0	78	60	60	60	60	60	11.06	0		0.015400
49	190	2	0	120	0	0	60	60	60	11.06	0		0.015400
49	191	3	0	0	120	28	28	37	42	4.14	0		0.020000
49	188	1	0	0	120	70	30	32	39	4.97	0		0.025900
49	194	9	0	22	120	0	22	45	28	1.08	0		0.005500
56	219	5	0	177	60	0	120	60	60	2.75	0		0.001900
56	220	7	0	99	0	60	99	60	60	3.13	0		0.002600
56	221	10	0	99	0	120	73	60	60	7.35	0		0.008400
56	217	2	0	180	0	0	60	60	60	11.06	0		0.015400
56	218	4	0	44	120	0	31	49	56	1.43	1		0.000900


