Name:				65_Manual_n100_m400_bt10_5_446
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		16.17
Calculation_Time:		0.80
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			20
Customer_Sequence:		70 69 50 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
50	196	5	0	0	0	0	120	60	60	2.75	0		0.001900
50	198	7	0	0	60	0	99	60	60	3.13	0		0.002600
50	199	8	0	0	0	60	78	60	60	17.19	0		0.018400
50	200	8	0	0	60	60	78	60	60	17.19	0		0.018400
50	197	6	0	0	120	0	45	52	24	2.80	0		0.006000
50	195	4	0	0	120	24	31	49	56	1.43	1		0.000900
69	268	5	0	99	60	0	120	60	60	2.75	0		0.001900
69	269	5	0	78	60	60	120	60	60	2.75	0		0.001900
69	270	6	1	0	60	120	45	52	24	2.80	0		0.006000
69	265	3	0	45	120	0	28	37	42	4.14	0		0.020000
69	266	4	0	0	120	80	31	49	56	1.43	1		0.000900
69	267	4	0	52	0	120	31	49	56	1.43	1		0.000900
70	276	5	0	52	49	120	120	60	60	2.75	0		0.001900
70	277	5	0	120	0	0	120	60	60	2.75	0		0.001900
70	278	8	0	120	0	60	78	60	60	17.19	0		0.018400
70	274	2	0	219	60	0	60	60	60	11.06	0		0.015400
70	275	3	0	45	120	42	28	37	42	4.14	0		0.020000
70	271	1	0	45	120	84	30	32	39	4.97	0		0.025900
70	272	1	0	45	120	123	30	32	39	4.97	0		0.025900
70	273	1	0	73	120	0	30	32	39	4.97	0		0.025900


