Name:				13_Manual_n50_m200_bt10_3_409
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		24.07
Calculation_Time:		0.51
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			19
Customer_Sequence:		26 21 31 36 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
36	144	5	0	0	0	0	119	60	60	10.81	0		0.007600
36	145	5	0	0	60	0	119	60	60	10.81	0		0.007600
36	148	10	0	0	0	60	101	60	60	18.80	0		0.015500
36	146	6	0	119	0	0	64	60	60	17.05	0		0.022200
36	147	8	0	0	120	0	20	23	57	2.05	0		0.022200
31	127	5	0	0	60	60	119	60	60	10.81	0		0.007600
31	128	6	0	101	0	60	64	60	60	17.05	0		0.022200
31	129	6	0	101	0	120	64	60	60	17.05	0		0.022200
31	126	3	0	20	120	0	39	53	29	4.84	0		0.011700
31	125	2	0	20	120	29	30	38	31	3.01	0		0.013200
21	84	5	0	0	60	120	119	60	60	10.81	0		0.007600
21	85	6	0	119	60	0	64	60	60	17.05	0		0.022200
21	86	6	0	119	60	60	64	60	60	17.05	0		0.022200
21	83	1	0	59	120	0	36	44	50	3.66	0		0.011600
21	87	8	0	20	120	60	20	23	57	2.05	0		0.022200
26	103	5	0	183	0	0	119	60	60	10.81	0		0.007600
26	104	6	0	119	60	120	64	60	60	17.05	0		0.022200
26	102	1	0	50	120	50	36	44	50	3.66	0		0.011600
26	105	9	1	40	120	100	37	48	34	1.40	0		0.003900


