Name:				42_Manual_n100_m200_bt10_2_191
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		39.62
Calculation_Time:		0.48
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			21
Customer_Sequence:		22 7 28 6 24 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
24	48	3	0	0	0	0	97	60	60	19.59	0		0.016800
24	49	10	0	0	60	0	59	50	55	4.34	0		0.007300
24	47	1	0	0	110	0	41	59	55	3.21	0		0.006600
6	7	4	1	0	60	55	104	60	60	20.11	0		0.016100
6	9	9	0	0	60	115	41	36	56	2.41	0		0.008200
6	8	5	0	0	0	60	114	60	60	5.61	1		0.000800
28	58	10	0	0	96	115	59	50	55	4.34	0		0.007300
28	59	10	0	60	60	0	59	50	55	4.34	0		0.007300
28	56	2	0	60	110	0	59	54	43	4.09	0		0.006400
28	55	1	0	60	110	43	41	59	55	3.21	0		0.006600
28	57	8	0	60	110	98	39	27	51	4.63	0		0.022000
7	12	4	0	114	0	0	104	60	60	20.11	0		0.016100
7	11	3	0	114	0	60	97	60	60	19.59	0		0.016800
7	14	10	0	114	0	120	59	50	55	4.34	0		0.007300
7	15	10	0	119	60	0	59	50	55	4.34	0		0.007300
7	16	10	0	60	60	55	59	50	55	4.34	0		0.007300
7	10	2	0	119	110	0	59	54	43	4.09	0		0.006400
7	13	8	0	60	137	98	39	27	51	4.63	0		0.022000
22	41	3	0	178	60	0	97	60	60	19.59	0		0.016800
22	42	6	0	178	60	60	80	60	60	19.80	0		0.020600
22	43	9	0	101	110	43	41	36	56	2.41	0		0.008200


