Name:				105_Manual_n200_m300_bt10_5_81
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		83.24
Calculation_Time:		0.45
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		14
No_of_Items:			21
Customer_Sequence:		17 6 11 13 12 14 4 18 23 10 3 1 2 19 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
19	24	9	0	0	0	0	92	60	60	15.08	0		0.013700
2	2	7	0	0	60	0	103	60	60	17.28	0		0.014000
1	1	5	0	0	120	0	29	21	23	4.69	0		0.038500
3	4	7	0	0	0	60	103	60	60	17.28	0		0.014000
3	3	5	0	0	141	0	29	21	23	4.69	0		0.038500
10	11	9	0	0	60	60	92	60	60	15.08	0		0.013700
23	32	9	0	0	0	120	92	60	60	15.08	0		0.013700
23	31	4	0	0	120	23	35	24	55	2.08	0		0.012400
23	30	1	1	0	120	78	25	43	29	1.03	0		0.004800
18	22	2	1	0	60	120	44	59	44	4.19	0		0.008100
18	23	10	0	43	120	0	44	45	53	2.90	0		0.007300
4	5	5	0	43	120	53	29	21	23	4.69	0		0.038500
14	18	7	0	103	0	0	103	60	60	17.28	0		0.014000
12	15	7	0	103	60	0	103	60	60	17.28	0		0.014000
12	16	9	0	92	60	60	92	60	60	15.08	0		0.013700
13	17	7	0	59	60	120	103	60	60	17.28	0		0.014000
11	13	2	1	87	120	0	44	59	44	4.19	0		0.008100
11	14	6	0	87	120	44	32	50	38	4.66	0		0.014600
11	12	1	1	0	120	107	25	43	29	1.03	0		0.004800
6	7	9	0	103	0	60	92	60	60	15.08	0		0.013700
17	21	10	0	146	120	0	44	45	53	2.90	0		0.007300


