Name:				107_Manual_n200_m300_bt100_2_1956
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		70.48
Calculation_Time:		1.18
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		14
No_of_Items:			25
Customer_Sequence:		11 5 13 7 10 6 20 15 2 23 16 4 8 9 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
7	11	59	0	0	0	0	116	60	60	16.41	0		0.011800
13	20	27	0	0	60	0	112	60	60	6.33	0		0.004700
4	5	64	0	0	0	60	111	60	60	2.83	0		0.002100
15	24	1	0	0	60	60	111	60	60	16.07	0		0.012100
5	7	64	0	0	0	120	111	60	60	2.83	0		0.002100
23	40	62	0	0	60	120	108	60	60	18.73	0		0.014500
13	21	48	0	112	60	0	103	60	60	19.40	0		0.015700
8	12	35	0	111	60	60	99	60	60	13.12	0		0.011000
9	14	3	0	108	60	120	88	60	60	7.61	0		0.007200
6	9	3	0	116	0	0	88	60	60	7.61	0		0.007200
5	8	75	0	111	0	60	88	60	60	17.94	0		0.017000
9	15	4	0	111	0	120	87	60	60	12.65	0		0.012100
16	26	73	0	204	0	0	85	60	60	13.96	0		0.013700
20	37	84	0	199	0	60	78	60	60	1.15	0		0.001200
5	6	2	0	0	120	0	59	49	39	1.92	0		0.003300
20	35	22	0	0	120	39	33	37	53	1.67	0		0.006900
2	2	7	0	0	120	92	21	42	58	4.55	0		0.025800
10	17	97	1	33	120	39	52	30	30	3.29	0		0.010500
6	10	13	0	33	120	69	31	33	45	3.82	0		0.018700
20	36	34	0	33	120	114	24	37	50	1.63	0		0.009200
11	18	100	1	63	120	0	28	30	47	2.24	0		0.013300
15	25	6	0	0	120	150	25	36	40	1.29	0		0.007200
8	13	53	0	93	120	0	38	36	25	1.49	0		0.005400
13	22	54	0	93	120	25	32	43	20	1.44	0		0.005200
10	16	47	0	198	0	120	95	60	60	11.47	1		0.002000


