Name:				123_n060_m200_bt3_6530
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		182.33
Calculation_Time:		1.29
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			12
Customer_Sequence:		4 17 11 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
11	35	2	0	0	0	0	14	12	13	563.77	0		88.672565
11	38	3	0	0	12	0	30	9	11	726.63	1		3.407158
11	36	2	0	0	0	13	14	12	13	563.77	0		88.672565
11	37	3	0	0	12	11	30	9	11	726.63	1		3.407158
11	34	1	0	14	0	0	23	10	10	712.28	0		27.791287
17	56	1	0	14	0	10	23	10	10	712.28	0		27.791287
17	57	1	0	14	0	20	23	10	10	712.28	0		27.791287
17	58	1	0	30	12	0	23	10	10	712.28	0		27.791287
17	59	1	0	30	12	10	23	10	10	712.28	0		27.791287
4	12	1	0	30	12	20	23	10	10	712.28	0		27.791287
4	13	2	0	37	0	0	14	12	13	563.77	0		88.672565
4	14	2	0	37	0	13	14	12	13	563.77	0		88.672565


