Name:				100_Manual_n150_m400_bt100_5_741
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		39.36
Calculation_Time:		0.45
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			17
Customer_Sequence:		18 2 7 13 4 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
7	23	12	0	0	0	0	113	60	60	10.77	0		0.007900
2	3	12	0	0	60	0	113	60	60	10.77	0		0.007900
2	6	57	0	0	0	60	109	60	60	2.22	0		0.001700
7	24	28	0	0	60	60	106	60	60	18.56	0		0.014600
18	54	28	0	0	0	120	106	60	60	18.56	0		0.014600
7	26	90	0	0	60	120	105	60	60	4.77	0		0.003800
4	13	39	0	113	0	0	104	60	60	7.48	0		0.006000
18	55	41	0	109	0	60	95	60	60	10.80	0		0.009500
7	25	32	0	106	0	120	88	60	60	11.57	0		0.011000
2	5	22	0	113	60	0	73	60	60	21.62	0		0.024700
13	39	55	0	106	60	60	60	59	58	2.59	0		0.003700
4	12	2	1	0	120	0	22	59	48	1.51	0		0.005800
13	40	77	0	0	142	0	29	21	59	4.05	0		0.033200
2	4	13	0	186	60	0	113	60	60	2.62	1		0.000400
4	14	93	0	166	60	60	102	60	60	6.97	1		0.001100
13	41	83	0	59	120	0	33	35	53	1.26	1		0.001100
2	7	83	0	59	120	53	33	35	53	1.26	1		0.001100


