Name:				104_Manual_n200_m300_bt10_4_909
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		84.62
Calculation_Time:		0.60
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		15
No_of_Items:			20
Customer_Sequence:		22 2 4 6 10 5 23 21 14 8 18 3 7 13 9 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
9	13	5	0	0	0	0	105	60	60	14.27	0		0.011300
9	14	7	0	0	60	0	62	60	60	15.18	0		0.020400
13	18	5	0	0	0	60	105	60	60	14.27	0		0.011300
7	11	7	0	0	60	60	62	60	60	15.18	0		0.020400
7	10	4	1	0	120	0	31	58	36	2.14	0		0.006000
3	3	4	1	0	120	36	31	58	36	2.14	0		0.006000
18	23	5	0	0	0	120	105	60	60	14.27	0		0.011300
8	12	8	1	0	151	0	23	34	32	4.86	0		0.031100
14	19	9	0	62	60	0	99	60	60	16.53	0		0.013900
21	26	5	0	62	60	60	105	60	60	14.27	0		0.011300
23	28	6	0	0	60	120	120	60	60	6.84	1		0.001000
5	7	5	0	105	0	0	105	60	60	14.27	0		0.011300
5	6	4	1	0	120	72	31	58	36	2.14	0		0.006000
10	15	6	0	105	0	60	120	60	60	6.84	1		0.001000
6	8	1	0	58	120	0	60	43	60	1.06	0		0.002000
6	9	3	0	120	60	120	55	58	35	1.56	0		0.002500
4	4	1	0	58	120	60	60	43	60	1.06	0		0.002000
4	5	2	0	58	120	120	20	36	46	1.80	0		0.012500
2	2	2	0	78	120	120	20	36	46	1.80	0		0.012500
22	27	6	0	105	0	120	120	60	60	6.84	1		0.001000


