Name:				42_Manual_n100_m200_bt10_2_669
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		44.66
Calculation_Time:		0.35
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		6
No_of_Items:			20
Customer_Sequence:		7 22 12 23 9 14 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
14	29	4	0	0	0	0	104	60	60	20.11	0		0.016100
14	30	5	0	0	60	0	114	60	60	5.61	1		0.000800
9	19	4	0	0	0	60	104	60	60	20.11	0		0.016100
23	44	4	0	0	0	120	104	60	60	20.11	0		0.016100
23	45	6	0	104	0	0	80	60	60	19.80	0		0.020600
23	46	7	0	104	0	60	72	60	60	6.63	0		0.007700
12	26	3	0	114	60	0	97	60	60	19.59	0		0.016800
12	25	2	0	0	120	0	59	54	43	4.09	0		0.006400
12	24	1	1	0	120	43	41	59	55	3.21	0		0.006600
12	27	8	0	0	120	98	39	27	51	4.63	0		0.022000
22	41	3	0	114	60	60	97	60	60	19.59	0		0.016800
22	42	6	0	104	0	120	80	60	60	19.80	0		0.020600
22	43	9	0	59	120	0	41	36	56	2.41	0		0.008200
7	12	4	0	104	60	120	104	60	60	20.11	0		0.016100
7	11	3	0	184	0	0	97	60	60	19.59	0		0.016800
7	14	10	0	100	120	0	59	50	55	4.34	0		0.007300
7	15	10	0	100	120	55	59	50	55	4.34	0		0.007300
7	16	10	0	100	120	110	59	50	55	4.34	0		0.007300
7	10	2	0	159	120	0	59	54	43	4.09	0		0.006400
7	13	8	0	59	120	56	39	27	51	4.63	0		0.022000


