Name:				100_Manual_n150_m400_bt100_5_901
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		33.21
Calculation_Time:		0.72
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			18
Customer_Sequence:		3 23 7 2 11 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
11	34	5	0	0	0	0	27	31	51	4.21	0		0.025200
11	35	87	0	0	31	0	95	60	60	7.47	1		0.001300
2	3	12	0	0	91	0	113	60	60	10.77	0		0.007900
2	6	57	0	0	91	60	109	60	60	2.22	0		0.001700
2	5	22	0	0	91	120	73	60	60	21.62	0		0.024700
2	4	13	0	0	31	60	113	60	60	2.62	1		0.000400
2	7	83	0	73	91	120	33	35	53	1.26	1		0.001100
7	23	12	0	113	0	0	113	60	60	10.77	0		0.007900
7	24	28	0	113	60	0	106	60	60	18.56	0		0.014600
7	26	90	0	113	0	60	105	60	60	4.77	0		0.003800
7	25	32	0	113	60	60	88	60	60	11.57	0		0.011000
23	65	38	0	113	0	120	111	60	60	13.02	0		0.009800
23	63	19	0	113	120	0	33	39	56	3.26	0		0.012700
23	64	26	1	0	151	0	23	40	42	2.11	0		0.011500
3	10	39	0	113	60	120	104	60	60	7.48	0		0.006000
3	11	39	1	219	60	0	104	60	60	7.48	0		0.006000
3	8	11	0	113	120	56	27	48	52	2.89	0		0.011100
3	9	26	1	73	126	120	23	40	42	2.11	0		0.011500


