Name:				42_Manual_n100_m200_bt10_2_107
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		32.23
Calculation_Time:		0.31
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			18
Customer_Sequence:		7 6 14 22 24 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
24	48	3	0	0	0	0	97	60	60	19.59	0		0.016800
24	49	10	0	0	60	0	59	50	55	4.34	0		0.007300
24	47	1	0	0	110	0	41	59	55	3.21	0		0.006600
22	41	3	1	0	60	55	97	60	60	19.59	0		0.016800
22	42	6	0	0	0	60	80	60	60	19.80	0		0.020600
22	43	9	0	0	60	115	41	36	56	2.41	0		0.008200
14	29	4	0	0	0	120	104	60	60	20.11	0		0.016100
14	30	5	0	60	60	0	114	60	60	5.61	1		0.000800
6	7	4	0	104	0	0	104	60	60	20.11	0		0.016100
6	9	9	0	60	120	0	41	36	56	2.41	0		0.008200
6	8	5	0	60	60	60	114	60	60	5.61	1		0.000800
7	12	4	0	104	0	60	104	60	60	20.11	0		0.016100
7	11	3	0	104	0	120	97	60	60	19.59	0		0.016800
7	14	10	0	101	120	0	59	50	55	4.34	0		0.007300
7	15	10	0	101	120	55	59	50	55	4.34	0		0.007300
7	16	10	0	101	120	110	59	50	55	4.34	0		0.007300
7	10	2	0	160	120	0	59	54	43	4.09	0		0.006400
7	13	8	0	60	120	56	39	27	51	4.63	0		0.022000


