Name:				2_Manual_n50_m100_bt10_2_965
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		54.73
Calculation_Time:		0.88
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		11
No_of_Items:			27
Customer_Sequence:		7 13 17 2 21 9 4 11 14 15 5 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
5	9	4	0	0	0	0	39	39	60	2.08	0		0.006800
5	10	4	0	0	39	0	39	39	60	2.08	0		0.006800
15	30	3	0	0	78	0	55	56	46	3.31	0		0.005400
15	29	2	0	0	78	46	51	55	35	3.76	0		0.006700
14	27	2	0	0	0	60	51	55	35	3.76	0		0.006700
14	28	7	0	0	134	0	30	35	42	4.20	0		0.020000
11	22	5	0	51	0	0	119	60	60	17.50	0		0.012300
11	21	3	0	0	78	81	55	56	46	3.31	0		0.005400
11	20	1	0	0	0	95	35	58	59	1.40	0		0.003400
4	8	9	0	0	78	127	63	60	60	13.56	0		0.017900
4	6	2	0	55	60	0	51	55	35	3.76	0		0.006700
4	7	7	0	0	134	42	30	35	42	4.20	0		0.020000
9	17	5	0	51	0	60	119	60	60	17.50	0		0.012300
9	18	9	0	106	60	0	63	60	60	13.56	0		0.017900
21	40	8	0	35	0	120	114	60	60	15.46	0		0.011300
21	38	2	1	63	120	0	51	55	35	3.76	0		0.006700
21	39	2	1	63	120	35	51	55	35	3.76	0		0.006700
2	4	8	0	169	60	0	114	60	60	15.46	0		0.011300
2	2	3	0	106	60	60	55	56	46	3.31	0		0.005400
2	3	6	0	63	120	70	35	20	23	3.83	0		0.027400
17	33	5	0	161	60	60	119	60	60	17.50	0		0.012300
17	34	9	0	170	0	0	63	60	60	13.56	0		0.017900
17	32	1	1	118	120	0	35	58	59	1.40	0		0.003400
13	25	3	0	170	0	60	55	56	46	3.31	0		0.005400
13	24	1	1	118	120	59	35	58	59	1.40	0		0.003400
13	26	6	0	118	120	118	35	20	23	3.83	0		0.027400
7	12	8	0	161	60	120	114	60	60	15.46	0		0.011300


