Name:				42_Manual_n100_m200_bt10_2_848
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		34.93
Calculation_Time:		0.40
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		6
No_of_Items:			22
Customer_Sequence:		14 7 12 22 23 24 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
24	48	3	0	0	0	0	97	60	60	19.59	0		0.016800
24	49	10	0	0	60	0	59	50	55	4.34	0		0.007300
24	47	1	0	0	110	0	41	59	55	3.21	0		0.006600
23	44	4	1	0	60	55	104	60	60	20.11	0		0.016100
23	45	6	0	0	0	60	80	60	60	19.80	0		0.020600
23	46	7	0	0	60	115	72	60	60	6.63	0		0.007700
22	41	3	0	0	0	120	97	60	60	19.59	0		0.016800
22	42	6	0	72	60	0	80	60	60	19.80	0		0.020600
22	43	9	0	0	120	115	41	36	56	2.41	0		0.008200
12	26	3	0	72	60	60	97	60	60	19.59	0		0.016800
12	25	2	0	60	120	0	59	54	43	4.09	0		0.006400
12	24	1	1	60	120	43	41	59	55	3.21	0		0.006600
12	27	8	0	60	120	98	39	27	51	4.63	0		0.022000
7	12	4	0	72	60	120	104	60	60	20.11	0		0.016100
7	11	3	0	97	0	0	97	60	60	19.59	0		0.016800
7	14	10	0	97	0	60	59	50	55	4.34	0		0.007300
7	15	10	0	97	0	115	59	50	55	4.34	0		0.007300
7	16	10	0	119	120	0	59	50	55	4.34	0		0.007300
7	10	2	0	119	120	55	59	54	43	4.09	0		0.006400
7	13	8	0	99	120	98	39	27	51	4.63	0		0.022000
14	29	4	0	178	60	0	104	60	60	20.11	0		0.016100
14	30	5	0	178	60	60	114	60	60	5.61	1		0.000800


