Name:				104_Manual_n200_m300_bt10_4_1062
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		108.24
Calculation_Time:		0.76
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		16
No_of_Items:			22
Customer_Sequence:		7 13 9 11 12 5 10 24 21 6 20 22 14 4 17 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	20	1	0	0	0	0	60	43	60	1.06	0		0.002000
17	22	3	0	0	43	0	55	58	35	1.56	0		0.002500
4	4	1	0	0	101	0	60	43	60	1.06	0		0.002000
4	5	2	1	0	144	0	20	36	46	1.80	0		0.012500
14	19	9	0	60	0	0	99	60	60	16.53	0		0.013900
22	27	6	0	0	0	60	120	60	60	6.84	1		0.001000
20	25	7	0	60	60	0	62	60	60	15.18	0		0.020400
6	8	1	0	60	120	0	60	43	60	1.06	0		0.002000
6	9	3	0	60	60	60	55	58	35	1.56	0		0.002500
21	26	5	0	122	60	0	105	60	60	14.27	0		0.011300
24	30	9	0	115	60	60	99	60	60	16.53	0		0.013900
24	29	7	0	115	60	120	62	60	60	15.18	0		0.020400
10	15	6	0	0	0	120	120	60	60	6.84	1		0.001000
5	7	5	0	159	0	0	105	60	60	14.27	0		0.011300
5	6	4	1	60	120	60	31	58	36	2.14	0		0.006000
12	17	7	0	159	0	60	62	60	60	15.18	0		0.020400
11	16	1	0	120	120	0	60	43	60	1.06	0		0.002000
9	13	5	1	227	60	0	105	60	60	14.27	0		0.011300
9	14	7	0	159	0	120	62	60	60	15.18	0		0.020400
13	18	5	1	214	60	60	105	60	60	14.27	0		0.011300
7	11	7	0	177	60	120	62	60	60	15.18	0		0.020400
7	10	4	0	221	0	60	31	58	36	2.14	0		0.006000


