Name:				274_n100_m200_bt3_23234
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		152.36
Calculation_Time:		0.10
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			9
Customer_Sequence:		22 20 25 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
25	52	1	0	0	0	0	15	12	10	852.43	0		11.724607
25	53	3	0	0	12	0	19	5	13	376.31	1		5.014902
25	54	3	0	0	17	0	19	5	13	376.31	1		5.014902
20	38	1	0	0	0	10	15	12	10	852.43	0		11.724607
20	39	1	0	0	0	20	15	12	10	852.43	0		11.724607
20	40	2	0	15	0	0	20	8	9	824.67	0		58.758494
22	43	1	0	19	8	0	15	12	10	852.43	0		11.724607
22	44	2	0	15	0	9	20	8	9	824.67	0		58.758494
22	45	2	0	15	0	18	20	8	9	824.67	0		58.758494


