Name:				274_n100_m200_bt3_26814
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		119.37
Calculation_Time:		0.07
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			12
Customer_Sequence:		15 20 14 10 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
10	17	1	0	0	0	0	15	12	10	852.43	0		11.724607
10	18	3	0	0	12	0	19	5	13	376.31	1		5.014902
10	19	3	0	0	17	0	19	5	13	376.31	1		5.014902
14	25	2	0	0	0	10	20	8	9	824.67	0		58.758494
14	26	2	0	0	0	19	20	8	9	824.67	0		58.758494
14	27	3	0	0	12	13	19	5	13	376.31	1		5.014902
20	38	1	0	19	8	0	15	12	10	852.43	0		11.724607
20	39	1	0	19	8	10	15	12	10	852.43	0		11.724607
20	40	2	0	19	8	20	20	8	9	824.67	0		58.758494
15	28	1	0	39	0	0	15	12	10	852.43	0		11.724607
15	29	1	0	39	12	0	15	12	10	852.43	0		11.724607
15	30	3	0	19	20	0	19	5	13	376.31	1		5.014902


