Name:				274_n100_m200_bt3_26805
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		186.13
Calculation_Time:		0.12
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			12
Customer_Sequence:		15 3 14 23 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
23	46	1	0	0	0	0	15	12	10	852.43	0		11.724607
23	47	2	0	0	12	0	20	8	9	824.67	0		58.758494
23	48	3	0	0	20	0	19	5	13	376.31	1		5.014902
14	25	2	0	0	12	9	20	8	9	824.67	0		58.758494
14	26	2	0	0	0	10	20	8	9	824.67	0		58.758494
14	27	3	0	0	20	13	19	5	13	376.31	1		5.014902
3	6	1	0	20	0	0	15	12	10	852.43	0		11.724607
3	7	1	0	20	12	0	15	12	10	852.43	0		11.724607
3	8	3	0	20	0	10	19	5	13	376.31	1		5.014902
15	28	1	0	20	5	10	15	12	10	852.43	0		11.724607
15	29	1	0	20	5	20	15	12	10	852.43	0		11.724607
15	30	3	0	20	17	10	19	5	13	376.31	1		5.014902


