Name:				273_n100_m200_bt3_23169
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		131.64
Calculation_Time:		0.83
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			9
Customer_Sequence:		35 9 33 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
33	62	2	0	0	0	0	16	10	13	600.87	0		40.737683
33	61	1	0	0	10	0	20	5	11	146.21	0		13.571098
33	63	3	0	0	15	0	21	7	8	530.83	1		10.940700
9	17	2	0	0	0	13	16	10	13	600.87	0		40.737683
9	18	2	0	16	0	0	16	10	13	600.87	0		40.737683
9	19	3	0	0	15	8	21	7	8	530.83	1		10.940700
35	66	2	0	16	0	13	16	10	13	600.87	0		40.737683
35	67	3	0	0	15	16	21	7	8	530.83	1		10.940700
35	68	3	0	21	15	0	21	7	8	530.83	1		10.940700


