Name:				246_n100_m200_bt10_24267
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		159.68
Calculation_Time:		6.49
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			10
Customer_Sequence:		4 14 1 9 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
9	20	8	0	0	0	0	12	11	12	518.26	0		22.440813
9	18	1	0	0	11	0	12	11	10	221.48	0		17.206595
9	19	5	0	0	11	10	12	9	9	459.29	0		65.164239
1	3	7	0	12	0	0	24	12	13	989.36	0		28.176565
1	1	5	0	0	0	12	12	9	9	459.29	0		65.164239
14	29	9	0	12	12	0	13	13	14	284.04	0		5.365227
1	2	6	0	12	0	13	19	12	7	767.97	0		16.038192
14	28	4	0	12	0	20	24	7	9	453.65	0		31.779727
4	8	9	0	12	12	14	13	13	14	284.04	0		5.365227
4	9	10	0	25	12	0	26	11	8	822.55	1		8.231430


