Name:				100_Manual_n150_m400_bt100_5_2007
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		38.59
Calculation_Time:		0.96
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		6
No_of_Items:			25
Customer_Sequence:		3 7 26 16 4 2 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
2	3	12	0	0	0	0	113	60	60	10.77	0		0.007900
2	6	57	0	0	60	0	109	60	60	2.22	0		0.001700
2	5	22	0	0	0	60	73	60	60	21.62	0		0.024700
2	4	13	0	0	60	60	113	60	60	2.62	1		0.000400
2	7	83	0	0	120	0	33	35	53	1.26	1		0.001100
4	13	39	0	113	0	0	104	60	60	7.48	0		0.006000
4	12	2	1	33	120	0	22	59	48	1.51	0		0.005800
4	14	93	0	0	60	120	102	60	60	6.97	1		0.001100
16	48	45	0	73	0	60	110	60	60	10.54	0		0.008000
16	49	50	1	92	120	0	33	57	29	2.36	0		0.006300
16	45	5	0	33	142	0	27	31	51	4.21	0		0.025200
16	46	31	0	33	142	51	29	25	50	1.58	0		0.010900
16	47	34	1	33	120	48	22	26	53	3.55	0		0.031000
26	73	32	0	102	0	120	88	60	60	11.57	0		0.011000
26	72	24	0	113	60	0	85	60	60	5.18	0		0.005100
26	74	34	0	92	120	29	22	26	53	3.55	0		0.031000
26	75	93	0	113	60	60	102	60	60	6.97	1		0.001100
7	23	12	1	215	60	0	113	60	60	10.77	0		0.007900
7	24	28	1	215	60	60	106	60	60	18.56	0		0.014600
7	26	90	1	215	60	120	105	60	60	4.77	0		0.003800
7	25	32	0	217	0	0	88	60	60	11.57	0		0.011000
3	10	39	0	190	0	60	104	60	60	7.48	0		0.006000
3	11	39	0	190	0	120	104	60	60	7.48	0		0.006000
3	8	11	0	275	60	0	27	48	52	2.89	0		0.011100
3	9	26	0	275	108	0	23	40	42	2.11	0		0.011500


