Name:				241_n100_m200_bt3_11000
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		453.75
Calculation_Time:		4.09
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		10
No_of_Items:			23
Customer_Sequence:		9 10 8 4 11 16 1 6 14 5 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
5	9	2	0	0	0	0	25	5	7	367	0		26.322602
5	10	2	0	0	5	0	25	5	7	367	0		26.322602
5	11	3	0	0	10	0	16	13	7	219.53	1		13.719364
14	25	1	0	0	0	7	15	10	9	434.28	0		47.290278
14	26	2	0	16	10	0	25	5	7	367	0		26.322602
6	12	3	0	0	10	7	16	13	7	219.53	1		13.719364
16	29	2	0	16	15	0	25	5	7	367	0		26.322602
1	1	3	0	0	10	14	16	13	7	219.53	1		13.719364
1	2	3	0	0	10	21	16	13	7	219.53	1		13.719364
4	6	1	0	0	0	16	15	10	9	434.28	0		47.290278
16	31	3	0	16	10	7	16	13	7	219.53	1		13.719364
16	30	2	0	16	20	0	25	5	7	367	0		26.322602
11	22	2	0	25	0	0	25	5	7	367	0		26.322602
11	21	1	0	15	0	7	15	10	9	434.28	0		47.290278
4	7	2	0	30	0	7	25	5	7	367	0		26.322602
4	8	3	0	16	10	14	16	13	7	219.53	1		13.719364
8	14	1	0	15	0	16	15	10	9	434.28	0		47.290278
8	15	1	1	32	10	7	15	10	9	434.28	0		47.290278
8	16	3	0	16	10	21	16	13	7	219.53	1		13.719364
10	19	1	1	32	10	16	15	10	9	434.28	0		47.290278
10	20	2	0	30	5	0	25	5	7	367	0		26.322602
9	17	2	0	30	5	7	25	5	7	367	0		26.322602
9	18	3	0	42	10	0	16	13	7	219.53	1		13.719364


