Name:				241_n100_m200_bt3_10980
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		408.80
Calculation_Time:		2.81
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		10
No_of_Items:			22
Customer_Sequence:		9 5 1 2 4 15 3 16 6 8 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
8	14	1	0	0	0	0	15	10	9	434.28	0		47.290278
8	15	1	0	0	10	0	15	10	9	434.28	0		47.290278
8	16	3	0	0	0	9	16	13	7	219.53	1		13.719364
6	12	3	0	0	0	16	16	13	7	219.53	1		13.719364
16	29	2	0	0	20	0	25	5	7	367	0		26.322602
16	30	2	0	0	20	7	25	5	7	367	0		26.322602
3	4	1	0	16	0	0	15	10	9	434.28	0		47.290278
16	31	3	0	0	0	23	16	13	7	219.53	1		13.719364
3	5	3	0	31	0	0	16	13	7	219.53	1		13.719364
4	8	3	0	31	0	7	16	13	7	219.53	1		13.719364
15	28	3	1	47	0	0	16	13	7	219.53	1		13.719364
1	1	3	0	31	0	14	16	13	7	219.53	1		13.719364
4	7	2	0	0	20	14	25	5	7	367	0		26.322602
15	27	2	0	25	16	0	25	5	7	367	0		26.322602
2	3	3	1	47	0	7	16	13	7	219.53	1		13.719364
4	6	1	0	16	0	9	15	10	9	434.28	0		47.290278
1	2	3	0	31	0	21	16	13	7	219.53	1		13.719364
5	9	2	0	0	20	21	25	5	7	367	0		26.322602
5	10	2	0	25	16	7	25	5	7	367	0		26.322602
5	11	3	1	47	0	14	16	13	7	219.53	1		13.719364
9	17	2	0	25	16	14	25	5	7	367	0		26.322602
9	18	3	1	47	0	21	16	13	7	219.53	1		13.719364


